feature_id	gene_id	gene_name	gene_product	ortholog_or_alias	chrom	start	end	strand	annotation_source	display_label	ECOLI-B36-RPMI
RNA:GENE:EC_B36_GCF900622635:EW036_RS06300	EW036_RS06300		hypothetical protein		NZ_LR130545.1	1286437	1286676	-	reference GFF: annotation.gff	EW036_RS06300 — hypothetical protein	3.4032789818440388
RNA:GENE:EC_B36_GCF900622635:EW036_RS06305	EW036_RS06305	pncC	nicotinamide-nucleotide amidase		NZ_LR130545.1	1286858	1287355	+	reference GFF: annotation.gff	pncC (EW036_RS06305) — nicotinamide-nucleotide amidase	22.865403790135705
RNA:GENE:EC_B36_GCF900622635:EW036_RS06310	EW036_RS06310	recA	recombinase RecA		NZ_LR130545.1	1287435	1288496	+	reference GFF: annotation.gff	recA (EW036_RS06310) — recombinase RecA	382.5606789029337
RNA:GENE:EC_B36_GCF900622635:EW036_RS06315	EW036_RS06315	recX	recombination regulator RecX		NZ_LR130545.1	1288565	1289065	+	reference GFF: annotation.gff	recX (EW036_RS06315) — recombination regulator RecX	35.86689226374555
RNA:GENE:EC_B36_GCF900622635:EW036_RS06320	EW036_RS06320	alaS	alanine--tRNA ligase		NZ_LR130545.1	1289194	1291824	+	reference GFF: annotation.gff	alaS (EW036_RS06320) — alanine--tRNA ligase	111.34102596983354
RNA:GENE:EC_B36_GCF900622635:EW036_RS06325	EW036_RS06325	csrA	carbon storage regulator CsrA		NZ_LR130545.1	1292059	1292244	+	reference GFF: annotation.gff	csrA (EW036_RS06325) — carbon storage regulator CsrA	2187.6561440028204
RNA:GENE:EC_B36_GCF900622635:EW036_RS06355	EW036_RS06355	yqaB	fructose-1-phosphate/6-phosphogluconate phosphatase		NZ_LR130545.1	1293433	1293999	+	reference GFF: annotation.gff	yqaB (EW036_RS06355) — fructose-1-phosphate/6-phosphogluconate phosphatase	14.829102317403219
RNA:GENE:EC_B36_GCF900622635:EW036_RS06360	EW036_RS06360	yqaA	YqaA family protein		NZ_LR130545.1	1293996	1294424	+	reference GFF: annotation.gff	yqaA (EW036_RS06360) — YqaA family protein	33.71080126812194
RNA:GENE:EC_B36_GCF900622635:EW036_RS06365	EW036_RS06365	gshA	glutamate--cysteine ligase		NZ_LR130545.1	1294497	1296053	+	reference GFF: annotation.gff	gshA (EW036_RS06365) — glutamate--cysteine ligase	63.72228128761591
RNA:GENE:EC_B36_GCF900622635:EW036_RS06370	EW036_RS06370	luxS	S-ribosylhomocysteine lyase		NZ_LR130545.1	1296203	1296718	+	reference GFF: annotation.gff	luxS (EW036_RS06370) — S-ribosylhomocysteine lyase	85.01213982007133
RNA:GENE:EC_B36_GCF900622635:EW036_RS06375	EW036_RS06375		ATP-binding protein		NZ_LR130545.1	1296769	1297881	-	reference GFF: annotation.gff	EW036_RS06375 — ATP-binding protein	4.834846944240144
RNA:GENE:EC_B36_GCF900622635:EW036_RS06380	EW036_RS06380		RNA ligase family protein		NZ_LR130545.1	1297878	1298585	-	reference GFF: annotation.gff	EW036_RS06380 — RNA ligase family protein	5.700407467096694
RNA:GENE:EC_B36_GCF900622635:EW036_RS06385	EW036_RS06385	emrB	multidrug efflux MFS transporter permease subunit EmrB		NZ_LR130545.1	1298843	1300381	-	reference GFF: annotation.gff	emrB (EW036_RS06385) — multidrug efflux MFS transporter permease subunit EmrB	11.051583621812082
RNA:GENE:EC_B36_GCF900622635:EW036_RS06390	EW036_RS06390	emrA	multidrug efflux MFS transporter periplasmic adaptor subunit EmrA		NZ_LR130545.1	1300398	1301570	-	reference GFF: annotation.gff	emrA (EW036_RS06390) — multidrug efflux MFS transporter periplasmic adaptor subunit EmrA	16.13831104373764
RNA:GENE:EC_B36_GCF900622635:EW036_RS06395	EW036_RS06395	emrR	multidrug efflux transporter EmrAB transcriptional repressor EmrR		NZ_LR130545.1	1301697	1302227	-	reference GFF: annotation.gff	emrR (EW036_RS06395) — multidrug efflux transporter EmrAB transcriptional repressor EmrR	92.47327668845747
RNA:GENE:EC_B36_GCF900622635:EW036_RS06400	EW036_RS06400	ygaH	L-valine transporter subunit YgaH		NZ_LR130545.1	1302318	1302653	-	reference GFF: annotation.gff	ygaH (EW036_RS06400) — L-valine transporter subunit YgaH	25.310099991024988
RNA:GENE:EC_B36_GCF900622635:EW036_RS06405	EW036_RS06405	ygaZ	L-valine exporter subunit YgaZ		NZ_LR130545.1	1302643	1303380	-	reference GFF: annotation.gff	ygaZ (EW036_RS06405) — L-valine exporter subunit YgaZ	69.46530222147469
RNA:GENE:EC_B36_GCF900622635:EW036_RS06410	EW036_RS06410		MFS transporter		NZ_LR130545.1	1303504	1304688	-	reference GFF: annotation.gff	EW036_RS06410 — MFS transporter	4.378902517220029
RNA:GENE:EC_B36_GCF900622635:EW036_RS06415	EW036_RS06415	proX	glycine betaine/L-proline ABC transporter substrate-binding protein ProX		NZ_LR130545.1	1304880	1305872	-	reference GFF: annotation.gff	proX (EW036_RS06415) — glycine betaine/L-proline ABC transporter substrate-binding protein ProX	7.112593002752068
RNA:GENE:EC_B36_GCF900622635:EW036_RS06420	EW036_RS06420	proW	glycine betaine/L-proline ABC transporter permease ProW		NZ_LR130545.1	1305929	1306993	-	reference GFF: annotation.gff	proW (EW036_RS06420) — glycine betaine/L-proline ABC transporter permease ProW	4.421161096546356
RNA:GENE:EC_B36_GCF900622635:EW036_RS06425	EW036_RS06425	proV	glycine betaine/L-proline ABC transporter ATP-binding protein ProV		NZ_LR130545.1	1306986	1308188	-	reference GFF: annotation.gff	proV (EW036_RS06425) — glycine betaine/L-proline ABC transporter ATP-binding protein ProV	21.16752659970474
RNA:GENE:EC_B36_GCF900622635:EW036_RS06435	EW036_RS06435	nrdF	class 1b ribonucleoside-diphosphate reductase subunit beta		NZ_LR130545.1	1308544	1309503	-	reference GFF: annotation.gff	nrdF (EW036_RS06435) — class 1b ribonucleoside-diphosphate reductase subunit beta	5.655448896299652
RNA:GENE:EC_B36_GCF900622635:EW036_RS06440	EW036_RS06440	nrdE	class 1b ribonucleoside-diphosphate reductase subunit alpha		NZ_LR130545.1	1309513	1311657	-	reference GFF: annotation.gff	nrdE (EW036_RS06440) — class 1b ribonucleoside-diphosphate reductase subunit alpha	4.211050258077691
RNA:GENE:EC_B36_GCF900622635:EW036_RS06445	EW036_RS06445	nrdI	class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI		NZ_LR130545.1	1311630	1312040	-	reference GFF: annotation.gff	nrdI (EW036_RS06445) — class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI	3.2732266721041845
RNA:GENE:EC_B36_GCF900622635:EW036_RS06450	EW036_RS06450	nrdH	glutaredoxin-like protein NrdH		NZ_LR130545.1	1312037	1312282	-	reference GFF: annotation.gff	nrdH (EW036_RS06450) — glutaredoxin-like protein NrdH	4.492132945906048
RNA:GENE:EC_B36_GCF900622635:EW036_RS06455	EW036_RS06455	ygaM	DUF883 domain-containing protein		NZ_LR130545.1	1312529	1312858	-	reference GFF: annotation.gff	ygaM (EW036_RS06455) — DUF883 domain-containing protein	34.651567815139295
RNA:GENE:EC_B36_GCF900622635:EW036_RS06460	EW036_RS06460	ygaC	DUF2002 family protein		NZ_LR130545.1	1313010	1313354	+	reference GFF: annotation.gff	ygaC (EW036_RS06460) — DUF2002 family protein	7.241759879524911
RNA:GENE:EC_B36_GCF900622635:EW036_RS06465	EW036_RS06465	alaE	L-alanine exporter AlaE		NZ_LR130545.1	1313391	1313840	-	reference GFF: annotation.gff	alaE (EW036_RS06465) — L-alanine exporter AlaE	4.697859614153339
RNA:GENE:EC_B36_GCF900622635:EW036_RS06470	EW036_RS06470	stpA	DNA-binding protein StpA		NZ_LR130545.1	1314508	1314912	+	reference GFF: annotation.gff	stpA (EW036_RS06470) — DNA-binding protein StpA	1.66085945954916
RNA:GENE:EC_B36_GCF900622635:EW036_RS06475	EW036_RS06475	ygaP	thiosulfate sulfurtransferase YgaP		NZ_LR130545.1	1314959	1315483	-	reference GFF: annotation.gff	ygaP (EW036_RS06475) — thiosulfate sulfurtransferase YgaP	8.053473624262866
RNA:GENE:EC_B36_GCF900622635:EW036_RS06480	EW036_RS06480	ygaV	ArsR/SmtB family transcription factor		NZ_LR130545.1	1315493	1315792	-	reference GFF: annotation.gff	ygaV (EW036_RS06480) — ArsR/SmtB family transcription factor	8.808486776537512
RNA:GENE:EC_B36_GCF900622635:EW036_RS06485	EW036_RS06485	yqaE	YqaE/Pmp3 family membrane protein		NZ_LR130545.1	1315975	1316133	+	reference GFF: annotation.gff	yqaE (EW036_RS06485) — YqaE/Pmp3 family membrane protein	6.345736614315188
RNA:GENE:EC_B36_GCF900622635:EW036_RS06490	EW036_RS06490	kbp	potassium binding protein Kbp		NZ_LR130545.1	1316217	1316666	+	reference GFF: annotation.gff	kbp (EW036_RS06490) — potassium binding protein Kbp	30.002239808570188
RNA:GENE:EC_B36_GCF900622635:EW036_RS06495	EW036_RS06495	csiR	DNA-binding transcriptional regulator CsiR		NZ_LR130545.1	1316667	1317329	-	reference GFF: annotation.gff	csiR (EW036_RS06495) — DNA-binding transcriptional regulator CsiR	3.478464543593587
RNA:GENE:EC_B36_GCF900622635:EW036_RS06500	EW036_RS06500	gabP	GABA permease		NZ_LR130545.1	1317350	1318750	-	reference GFF: annotation.gff	gabP (EW036_RS06500) — GABA permease	0.6172971071741296
RNA:GENE:EC_B36_GCF900622635:EW036_RS06505	EW036_RS06505	gabT	4-aminobutyrate--2-oxoglutarate transaminase		NZ_LR130545.1	1318987	1320267	-	reference GFF: annotation.gff	gabT (EW036_RS06505) — 4-aminobutyrate--2-oxoglutarate transaminase	3.7881931634246913
RNA:GENE:EC_B36_GCF900622635:EW036_RS06510	EW036_RS06510	gabD	NADP-dependent succinate-semialdehyde dehydrogenase		NZ_LR130545.1	1320281	1321729	-	reference GFF: annotation.gff	gabD (EW036_RS06510) — NADP-dependent succinate-semialdehyde dehydrogenase	3.5479318091079004
RNA:GENE:EC_B36_GCF900622635:EW036_RS06515	EW036_RS06515	lhgO	L-2-hydroxyglutarate oxidase		NZ_LR130545.1	1321755	1323020	-	reference GFF: annotation.gff	lhgO (EW036_RS06515) — L-2-hydroxyglutarate oxidase	1.783709084434567
RNA:GENE:EC_B36_GCF900622635:EW036_RS06520	EW036_RS06520	glaH	glutarate dioxygenase GlaH		NZ_LR130545.1	1323040	1324017	-	reference GFF: annotation.gff	glaH (EW036_RS06520) — glutarate dioxygenase GlaH	7.909461076533961
RNA:GENE:EC_B36_GCF900622635:EW036_RS06535	EW036_RS06535	smpB	SsrA-binding protein SmpB		NZ_LR130545.1	1325278	1325760	-	reference GFF: annotation.gff	smpB (EW036_RS06535) — SsrA-binding protein SmpB	269.27807683892763
RNA:GENE:EC_B36_GCF900622635:EW036_RS06540	EW036_RS06540	ratA	type II toxin-antitoxin system toxin RatA		NZ_LR130545.1	1325931	1326368	+	reference GFF: annotation.gff	ratA (EW036_RS06540) — type II toxin-antitoxin system toxin RatA	56.60248040714016
RNA:GENE:EC_B36_GCF900622635:EW036_RS06545	EW036_RS06545	yfjF	RnfH family protein		NZ_LR130545.1	1326358	1326648	+	reference GFF: annotation.gff	yfjF (EW036_RS06545) — RnfH family protein	47.88118397742977
RNA:GENE:EC_B36_GCF900622635:EW036_RS06550	EW036_RS06550	bamE	outer membrane protein assembly factor BamE		NZ_LR130545.1	1326710	1327051	-	reference GFF: annotation.gff	bamE (EW036_RS06550) — outer membrane protein assembly factor BamE	431.1522474831518
RNA:GENE:EC_B36_GCF900622635:EW036_RS06555	EW036_RS06555	recN	DNA repair protein RecN		NZ_LR130545.1	1327200	1328861	-	reference GFF: annotation.gff	recN (EW036_RS06555) — DNA repair protein RecN	54.66638823246615
RNA:GENE:EC_B36_GCF900622635:EW036_RS06560	EW036_RS06560	nadK	NAD(+) kinase		NZ_LR130545.1	1328947	1329825	-	reference GFF: annotation.gff	nadK (EW036_RS06560) — NAD(+) kinase	60.18084977330312
RNA:GENE:EC_B36_GCF900622635:EW036_RS06570	EW036_RS06570	grpE	nucleotide exchange factor GrpE		NZ_LR130545.1	1329948	1330541	+	reference GFF: annotation.gff	grpE (EW036_RS06570) — nucleotide exchange factor GrpE	115.74788408838546
RNA:GENE:EC_B36_GCF900622635:EW036_RS06575	EW036_RS06575	yfjD	HlyC/CorC family transporter		NZ_LR130545.1	1330595	1331881	-	reference GFF: annotation.gff	yfjD (EW036_RS06575) — HlyC/CorC family transporter	69.84818291545533
RNA:GENE:EC_B36_GCF900622635:EW036_RS06580	EW036_RS06580	ypjD	cytochrome C assembly family protein		NZ_LR130545.1	1331902	1332693	-	reference GFF: annotation.gff	ypjD (EW036_RS06580) — cytochrome C assembly family protein	49.38091071695271
RNA:GENE:EC_B36_GCF900622635:EW036_RS06585	EW036_RS06585	ffh	signal recognition particle protein		NZ_LR130545.1	1332860	1334221	+	reference GFF: annotation.gff	ffh (EW036_RS06585) — signal recognition particle protein	242.03054775259855
RNA:GENE:EC_B36_GCF900622635:EW036_RS06590	EW036_RS06590	rpsP	30S ribosomal protein S16		NZ_LR130545.1	1334358	1334606	+	reference GFF: annotation.gff	rpsP (EW036_RS06590) — 30S ribosomal protein S16	952.8216364193258
RNA:GENE:EC_B36_GCF900622635:EW036_RS06595	EW036_RS06595	rimM	ribosome maturation factor RimM		NZ_LR130545.1	1334625	1335173	+	reference GFF: annotation.gff	rimM (EW036_RS06595) — ribosome maturation factor RimM	893.8885636915463
RNA:GENE:EC_B36_GCF900622635:EW036_RS06600	EW036_RS06600	trmD	tRNA (guanosine(37)-N1)-methyltransferase TrmD		NZ_LR130545.1	1335204	1335971	+	reference GFF: annotation.gff	trmD (EW036_RS06600) — tRNA (guanosine(37)-N1)-methyltransferase TrmD	699.298758438468
RNA:GENE:EC_B36_GCF900622635:EW036_RS06605	EW036_RS06605	rplS	50S ribosomal protein L19		NZ_LR130545.1	1336013	1336360	+	reference GFF: annotation.gff	rplS (EW036_RS06605) — 50S ribosomal protein L19	713.5150417107502
RNA:GENE:EC_B36_GCF900622635:EW036_RS06610	EW036_RS06610	yfiB	OmpA family protein		NZ_LR130545.1	1336437	1336919	-	reference GFF: annotation.gff	yfiB (EW036_RS06610) — OmpA family protein	32.52823462369018
RNA:GENE:EC_B36_GCF900622635:EW036_RS06615	EW036_RS06615	dgcN	diguanylate cyclase DgcN		NZ_LR130545.1	1336935	1338161	-	reference GFF: annotation.gff	dgcN (EW036_RS06615) — diguanylate cyclase DgcN	26.744594213714688
RNA:GENE:EC_B36_GCF900622635:EW036_RS06620	EW036_RS06620	yfiR	YfiR family protein		NZ_LR130545.1	1338151	1338669	-	reference GFF: annotation.gff	yfiR (EW036_RS06620) — YfiR family protein	103.68371192561233
RNA:GENE:EC_B36_GCF900622635:EW036_RS06625	EW036_RS06625	yfiL	DUF2799 domain-containing protein		NZ_LR130545.1	1338816	1339181	-	reference GFF: annotation.gff	yfiL (EW036_RS06625) — DUF2799 domain-containing protein	13.783772154045284
RNA:GENE:EC_B36_GCF900622635:EW036_RS06630	EW036_RS06630	aroF	3-deoxy-7-phosphoheptulonate synthase AroF		NZ_LR130545.1	1339391	1340461	+	reference GFF: annotation.gff	aroF (EW036_RS06630) — 3-deoxy-7-phosphoheptulonate synthase AroF	32.883222853078664
RNA:GENE:EC_B36_GCF900622635:EW036_RS06635	EW036_RS06635	tyrA	bifunctional chorismate mutase/prephenate dehydrogenase		NZ_LR130545.1	1340472	1341593	+	reference GFF: annotation.gff	tyrA (EW036_RS06635) — bifunctional chorismate mutase/prephenate dehydrogenase	22.86695157351011
RNA:GENE:EC_B36_GCF900622635:EW036_RS06640	EW036_RS06640	pheA	bifunctional chorismate mutase/prephenate dehydratase		NZ_LR130545.1	1341636	1342796	-	reference GFF: annotation.gff	pheA (EW036_RS06640) — bifunctional chorismate mutase/prephenate dehydratase	82.43601437097826
RNA:GENE:EC_B36_GCF900622635:EW036_RS06645	EW036_RS06645	pheL	pheA operon leader peptide PheL		NZ_LR130545.1	1342895	1342942	-	reference GFF: annotation.gff	pheL (EW036_RS06645) — pheA operon leader peptide PheL	64.06172201118189
RNA:GENE:EC_B36_GCF900622635:EW036_RS06650	EW036_RS06650	raiA	ribosome-associated translation inhibitor RaiA		NZ_LR130545.1	1343046	1343387	-	reference GFF: annotation.gff	raiA (EW036_RS06650) — ribosome-associated translation inhibitor RaiA	498.7261253063502
RNA:GENE:EC_B36_GCF900622635:EW036_RS06655	EW036_RS06655	bamD	outer membrane protein assembly factor BamD		NZ_LR130545.1	1343657	1344394	-	reference GFF: annotation.gff	bamD (EW036_RS06655) — outer membrane protein assembly factor BamD	640.2265998556533
RNA:GENE:EC_B36_GCF900622635:EW036_RS06660	EW036_RS06660	rluD	23S rRNA pseudouridine(1911/1915/1917) synthase RluD		NZ_LR130545.1	1344529	1345509	+	reference GFF: annotation.gff	rluD (EW036_RS06660) — 23S rRNA pseudouridine(1911/1915/1917) synthase RluD	92.95806450858045
RNA:GENE:EC_B36_GCF900622635:EW036_RS06665	EW036_RS06665	yfiH	purine nucleoside phosphorylase YfiH		NZ_LR130545.1	1345506	1346237	+	reference GFF: annotation.gff	yfiH (EW036_RS06665) — purine nucleoside phosphorylase YfiH	69.70650489331473
RNA:GENE:EC_B36_GCF900622635:EW036_RS06670	EW036_RS06670	clpB	ATP-dependent chaperone ClpB		NZ_LR130545.1	1346367	1348940	+	reference GFF: annotation.gff	clpB (EW036_RS06670) — ATP-dependent chaperone ClpB	60.1978594073606
RNA:GENE:EC_B36_GCF900622635:EW036_RS06695	EW036_RS06695	kgtP	alpha-ketoglutarate permease		NZ_LR130545.1	1354727	1356025	+	reference GFF: annotation.gff	kgtP (EW036_RS06695) — alpha-ketoglutarate permease	28.332147263605854
RNA:GENE:EC_B36_GCF900622635:EW036_RS06700	EW036_RS06700	yfiM	YfiM family lipoprotein		NZ_LR130545.1	1356022	1356345	-	reference GFF: annotation.gff	yfiM (EW036_RS06700) — YfiM family lipoprotein	20.612452221190473
RNA:GENE:EC_B36_GCF900622635:EW036_RS06705	EW036_RS06705	pssA	CDP-diacylglycerol--serine O-phosphatidyltransferase		NZ_LR130545.1	1356391	1357746	-	reference GFF: annotation.gff	pssA (EW036_RS06705) — CDP-diacylglycerol--serine O-phosphatidyltransferase	64.45147806324107
RNA:GENE:EC_B36_GCF900622635:EW036_RS06710	EW036_RS06710	patZ	peptidyl-lysine N-acetyltransferase PatZ		NZ_LR130545.1	1357860	1360520	-	reference GFF: annotation.gff	patZ (EW036_RS06710) — peptidyl-lysine N-acetyltransferase PatZ	14.282080640035197
RNA:GENE:EC_B36_GCF900622635:EW036_RS06715	EW036_RS06715	tapT	tRNA-uridine aminocarboxypropyltransferase		NZ_LR130545.1	1360552	1361250	-	reference GFF: annotation.gff	tapT (EW036_RS06715) — tRNA-uridine aminocarboxypropyltransferase	19.17727515141604
RNA:GENE:EC_B36_GCF900622635:EW036_RS06720	EW036_RS06720	trxC	thioredoxin TrxC		NZ_LR130545.1	1361319	1361738	-	reference GFF: annotation.gff	trxC (EW036_RS06720) — thioredoxin TrxC	20.591267789308468
RNA:GENE:EC_B36_GCF900622635:EW036_RS06725	EW036_RS06725	yfiF	tRNA/rRNA methyltransferase		NZ_LR130545.1	1361945	1362982	+	reference GFF: annotation.gff	yfiF (EW036_RS06725) — tRNA/rRNA methyltransferase	43.78785334001306
RNA:GENE:EC_B36_GCF900622635:EW036_RS06730	EW036_RS06730	ung	uracil-DNA glycosylase		NZ_LR130545.1	1363030	1363719	-	reference GFF: annotation.gff	ung (EW036_RS06730) — uracil-DNA glycosylase	13.160505934905846
RNA:GENE:EC_B36_GCF900622635:EW036_RS06735	EW036_RS06735	grcA	autonomous glycyl radical cofactor GrcA		NZ_LR130545.1	1364024	1364407	+	reference GFF: annotation.gff	grcA (EW036_RS06735) — autonomous glycyl radical cofactor GrcA	19473.26204478966
RNA:GENE:EC_B36_GCF900622635:EW036_RS06740	EW036_RS06740	eamB	cysteine/O-acetylserine transporter		NZ_LR130545.1	1364463	1365050	-	reference GFF: annotation.gff	eamB (EW036_RS06740) — cysteine/O-acetylserine transporter	3.6770121052336546
RNA:GENE:EC_B36_GCF900622635:EW036_RS06745	EW036_RS06745	yfiE	LysR family transcriptional regulator		NZ_LR130545.1	1365153	1366034	+	reference GFF: annotation.gff	yfiE (EW036_RS06745) — LysR family transcriptional regulator	61.93722612815801
RNA:GENE:EC_B36_GCF900622635:EW036_RS06750	EW036_RS06750	srmB	ATP-dependent RNA helicase SrmB		NZ_LR130545.1	1366067	1367401	-	reference GFF: annotation.gff	srmB (EW036_RS06750) — ATP-dependent RNA helicase SrmB	35.845772541088294
RNA:GENE:EC_B36_GCF900622635:EW036_RS06755	EW036_RS06755	trmN	tRNA(1)(Val) (adenine(37)-N(6))-methyltransferase TrmN		NZ_LR130545.1	1367533	1368270	+	reference GFF: annotation.gff	trmN (EW036_RS06755) — tRNA(1)(Val) (adenine(37)-N(6))-methyltransferase TrmN	19.14039255212142
RNA:GENE:EC_B36_GCF900622635:EW036_RS06760	EW036_RS06760	nadB	L-aspartate oxidase		NZ_LR130545.1	1368255	1369877	-	reference GFF: annotation.gff	nadB (EW036_RS06760) — L-aspartate oxidase	33.42222003263603
RNA:GENE:EC_B36_GCF900622635:EW036_RS06765	EW036_RS06765	rseD	rpoE leader peptide RseD		NZ_LR130545.1	1370133	1370288	+	reference GFF: annotation.gff	rseD (EW036_RS06765) — rpoE leader peptide RseD	234.68765467557984
RNA:GENE:EC_B36_GCF900622635:EW036_RS06770	EW036_RS06770	rpoE	RNA polymerase sigma factor RpoE		NZ_LR130545.1	1370285	1370860	+	reference GFF: annotation.gff	rpoE (EW036_RS06770) — RNA polymerase sigma factor RpoE	1175.7161090463658
RNA:GENE:EC_B36_GCF900622635:EW036_RS06775	EW036_RS06775	rseA	anti-sigma-E factor RseA		NZ_LR130545.1	1370893	1371543	+	reference GFF: annotation.gff	rseA (EW036_RS06775) — anti-sigma-E factor RseA	1185.215661034067
RNA:GENE:EC_B36_GCF900622635:EW036_RS06780	EW036_RS06780	rseB	sigma-E factor regulatory protein RseB		NZ_LR130545.1	1371543	1372499	+	reference GFF: annotation.gff	rseB (EW036_RS06780) — sigma-E factor regulatory protein RseB	621.2882522636176
RNA:GENE:EC_B36_GCF900622635:EW036_RS06785	EW036_RS06785	rseC	SoxR-reducing system protein RseC		NZ_LR130545.1	1372496	1372975	+	reference GFF: annotation.gff	rseC (EW036_RS06785) — SoxR-reducing system protein RseC	333.3211473394308
RNA:GENE:EC_B36_GCF900622635:EW036_RS06790	EW036_RS06790	lepA	translation elongation factor 4		NZ_LR130545.1	1373173	1374972	+	reference GFF: annotation.gff	lepA (EW036_RS06790) — translation elongation factor 4	157.2181427691089
RNA:GENE:EC_B36_GCF900622635:EW036_RS06795	EW036_RS06795	lepB	signal peptidase I		NZ_LR130545.1	1374988	1375962	+	reference GFF: annotation.gff	lepB (EW036_RS06795) — signal peptidase I	165.08212979804566
RNA:GENE:EC_B36_GCF900622635:EW036_RS06800	EW036_RS06800	rnc	ribonuclease III		NZ_LR130545.1	1376234	1376914	+	reference GFF: annotation.gff	rnc (EW036_RS06800) — ribonuclease III	134.82593696406232
RNA:GENE:EC_B36_GCF900622635:EW036_RS06805	EW036_RS06805	era	GTPase Era		NZ_LR130545.1	1376911	1377816	+	reference GFF: annotation.gff	era (EW036_RS06805) — GTPase Era	116.93385516113914
RNA:GENE:EC_B36_GCF900622635:EW036_RS06810	EW036_RS06810	recO	DNA repair protein RecO		NZ_LR130545.1	1377828	1378556	+	reference GFF: annotation.gff	recO (EW036_RS06810) — DNA repair protein RecO	43.76232861669216
RNA:GENE:EC_B36_GCF900622635:EW036_RS06815	EW036_RS06815	pdxJ	pyridoxine 5'-phosphate synthase		NZ_LR130545.1	1378568	1379299	+	reference GFF: annotation.gff	pdxJ (EW036_RS06815) — pyridoxine 5'-phosphate synthase	30.12738770812755
RNA:GENE:EC_B36_GCF900622635:EW036_RS06820	EW036_RS06820	acpS	holo-ACP synthase		NZ_LR130545.1	1379299	1379679	+	reference GFF: annotation.gff	acpS (EW036_RS06820) — holo-ACP synthase	27.743265437913422
RNA:GENE:EC_B36_GCF900622635:EW036_RS06825	EW036_RS06825	shoB	type I toxin-antitoxin system toxin ShoB		NZ_LR130545.1	1380100	1380180	+	reference GFF: annotation.gff	shoB (EW036_RS06825) — type I toxin-antitoxin system toxin ShoB	84.22930116285026
RNA:GENE:EC_B36_GCF900622635:EW036_RS06830	EW036_RS06830	yfhL	4Fe-4S dicluster ferredoxin YfhL		NZ_LR130545.1	1380374	1380634	-	reference GFF: annotation.gff	yfhL (EW036_RS06830) — 4Fe-4S dicluster ferredoxin YfhL	243.72908029541617
RNA:GENE:EC_B36_GCF900622635:EW036_RS06835	EW036_RS06835	yfhH	MurR/RpiR family transcriptional regulator		NZ_LR130545.1	1380690	1381538	-	reference GFF: annotation.gff	yfhH (EW036_RS06835) — MurR/RpiR family transcriptional regulator	15.732472366703682
RNA:GENE:EC_B36_GCF900622635:EW036_RS06840	EW036_RS06840	yfhb	phosphatidylglycerophosphatase C		NZ_LR130545.1	1381747	1382382	+	reference GFF: annotation.gff	yfhb (EW036_RS06840) — phosphatidylglycerophosphatase C	43.286989047650025
RNA:GENE:EC_B36_GCF900622635:EW036_RS06845	EW036_RS06845	tadA	tRNA adenosine(34) deaminase TadA		NZ_LR130545.1	1382440	1382943	+	reference GFF: annotation.gff	tadA (EW036_RS06845) — tRNA adenosine(34) deaminase TadA	42.89847456105931
RNA:GENE:EC_B36_GCF900622635:EW036_RS06850	EW036_RS06850	mltF	membrane-bound lytic murein transglycosylase MltF		NZ_LR130545.1	1382940	1384496	-	reference GFF: annotation.gff	mltF (EW036_RS06850) — membrane-bound lytic murein transglycosylase MltF	5.4927680722497
RNA:GENE:EC_B36_GCF900622635:EW036_RS06855	EW036_RS06855	purL	phosphoribosylformylglycinamidine synthase		NZ_LR130545.1	1384754	1388641	+	reference GFF: annotation.gff	purL (EW036_RS06855) — phosphoribosylformylglycinamidine synthase	65.69292326609626
RNA:GENE:EC_B36_GCF900622635:EW036_RS06860	EW036_RS06860	qseE	two component system sensor histidine kinase QseE/GlrK		NZ_LR130545.1	1389217	1390644	+	reference GFF: annotation.gff	qseE (EW036_RS06860) — two component system sensor histidine kinase QseE/GlrK	12.718135987514055
RNA:GENE:EC_B36_GCF900622635:EW036_RS06865	EW036_RS06865	qseG	two-component system QseEF-associated lipoprotein QseG		NZ_LR130545.1	1390809	1391522	+	reference GFF: annotation.gff	qseG (EW036_RS06865) — two-component system QseEF-associated lipoprotein QseG	35.32815552087237
RNA:GENE:EC_B36_GCF900622635:EW036_RS06870	EW036_RS06870	glrR	two-component system response regulator GlrR		NZ_LR130545.1	1391512	1392846	+	reference GFF: annotation.gff	glrR (EW036_RS06870) — two-component system response regulator GlrR	23.141397333252787
RNA:GENE:EC_B36_GCF900622635:EW036_RS06875	EW036_RS06875	glnB	nitrogen regulatory protein P-II		NZ_LR130545.1	1392907	1393245	+	reference GFF: annotation.gff	glnB (EW036_RS06875) — nitrogen regulatory protein P-II	112.1080135195683
RNA:GENE:EC_B36_GCF900622635:EW036_RS06880	EW036_RS06880	hmpA	NO-inducible flavohemoprotein		NZ_LR130545.1	1393290	1394480	-	reference GFF: annotation.gff	hmpA (EW036_RS06880) — NO-inducible flavohemoprotein	3.4693375900262233
RNA:GENE:EC_B36_GCF900622635:EW036_RS06885	EW036_RS06885	glyA	serine hydroxymethyltransferase		NZ_LR130545.1	1394809	1396062	+	reference GFF: annotation.gff	glyA (EW036_RS06885) — serine hydroxymethyltransferase	1101.8846072485528
