feature_id	protein_accession	gene_id	gene_name	protein_name	best_protein_q	display_label	annotation_source	ECOLI-B36-RPMI
PROT:WP_000883041.1	WP_000883041.1	EW036_RS18955	glsA	glutaminase A	0.0004998375	glsA — glutaminase A	search FASTA description + reference GFF	32.186585570779094
PROT:WP_000883165.1	WP_000883165.1	EW036_RS06880	hmpA	NO-inducible flavohemoprotein	0.0004998375	hmpA — NO-inducible flavohemoprotein	search FASTA description + reference GFF	29.813353123602788
PROT:WP_000884361.1	WP_000884361.1	EW036_RS17785	cydA	cytochrome ubiquinol oxidase subunit I	0.0004998375	cydA — cytochrome ubiquinol oxidase subunit I	search FASTA description + reference GFF	33.21774941261508
PROT:WP_000884645.1	WP_000884645.1	EW036_RS02765	accC	acetyl-CoA carboxylase biotin carboxylase subunit	0.0004998375	accC — acetyl-CoA carboxylase biotin carboxylase subunit	search FASTA description + reference GFF	33.07650676744014
PROT:WP_000886084.1	WP_000886084.1	EW036_RS05200	ygfZ	tRNA-modifying protein YgfZ	0.0004998375	ygfZ — tRNA-modifying protein YgfZ	search FASTA description + reference GFF	31.8370407229634
PROT:WP_000886683.1	WP_000886683.1	EW036_RS16980	serS	serine--tRNA ligase	0.0004998375	serS — serine--tRNA ligase	search FASTA description + reference GFF	33.46281481225076
PROT:WP_000886909.1	WP_000886909.1	EW036_RS22795	cysQ	3'(2'),5'-bisphosphate nucleotidase CysQ	0.0004998375	cysQ — 3'(2'),5'-bisphosphate nucleotidase CysQ	search FASTA description + reference GFF	32.45163454107297
PROT:WP_000887629.1	WP_000887629.1	EW036_RS18435	ahpF	alkyl hydroperoxide reductase subunit F	0.0004998375	ahpF — alkyl hydroperoxide reductase subunit F	search FASTA description + reference GFF	31.00879934117996
PROT:WP_000891345.1	WP_000891345.1	EW036_RS11190	lapB	lipopolysaccharide assembly protein LapB	0.0004998375	lapB — lipopolysaccharide assembly protein LapB	search FASTA description + reference GFF	24.008853212224047
PROT:WP_000891564.1	WP_000891564.1	EW036_RS00780	waaA	lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase	0.0004998375	waaA — lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase	search FASTA description + reference GFF	25.22572382315883
PROT:WP_000891625.1	WP_000891625.1	EW036_RS13600	yecD	hydrolase	0.0004998375	yecD — hydrolase	search FASTA description + reference GFF	28.975478737518014
PROT:WP_000891663.1	WP_000891663.1	EW036_RS17620	modC	molybdenum ABC transporter ATP-binding protein ModC	0.0005028159	modC — molybdenum ABC transporter ATP-binding protein ModC	search FASTA description + reference GFF	26.25212106291109
PROT:WP_000892043.1	WP_000892043.1	EW036_RS07160	yfgO	AI-2E family transporter	0.0004998375	yfgO — AI-2E family transporter	search FASTA description + reference GFF	23.48530258216137
PROT:WP_000893315.1	WP_000893315.1	EW036_RS20010	proA	glutamate-5-semialdehyde dehydrogenase	0.0004998375	proA — glutamate-5-semialdehyde dehydrogenase	search FASTA description + reference GFF	31.26563174149012
PROT:WP_000893576.1	WP_000893576.1	EW036_RS19395	phoR	phosphate regulon sensor histidine kinase PhoR	0.0004998375	phoR — phosphate regulon sensor histidine kinase PhoR	search FASTA description + reference GFF	23.484309171183583
PROT:WP_000896498.1	WP_000896498.1	EW036_RS25560	atpG	F0F1 ATP synthase subunit gamma	0.0004998375	atpG — F0F1 ATP synthase subunit gamma	search FASTA description + reference GFF	32.090828192978215
PROT:WP_000899021.1	WP_000899021.1	EW036_RS05425	aas	bifunctional acyl-ACP--phospholipid O-acyltransferase/long-chain-fatty-acid--ACP ligase	0.0004998375	aas — bifunctional acyl-ACP--phospholipid O-acyltransferase/long-chain-fatty-acid--ACP ligase	search FASTA description + reference GFF	27.07171958244824
PROT:WP_000901082.1	WP_000901082.1	EW036_RS20485	yaeR	VOC family protein	0.0004998375	yaeR — VOC family protein	search FASTA description + reference GFF	27.655913713306177
PROT:WP_000902780.1	WP_000902780.1	EW036_RS01550	pitA	inorganic phosphate transporter PitA	0.0004998375	pitA — inorganic phosphate transporter PitA	search FASTA description + reference GFF	27.80375310811113
PROT:WP_000903381.1	WP_000903381.1	EW036_RS02290	tusB	sulfurtransferase complex subunit TusB	0.0004998375	tusB — sulfurtransferase complex subunit TusB	search FASTA description + reference GFF	24.676336865841183
PROT:WP_000904443.1	WP_000904443.1	EW036_RS08870	tusE	sulfurtransferase TusE	0.001031574	tusE — sulfurtransferase TusE	search FASTA description + reference GFF	25.82301723445743
PROT:WP_000904497.1	WP_000904497.1	EW036_RS18930	qmcA	SPFH domain-containing protein	0.0004998375	qmcA — SPFH domain-containing protein	search FASTA description + reference GFF	29.88356254826972
PROT:WP_000905361.1	WP_000905361.1	EW036_RS20770	panC	pantoate--beta-alanine ligase	0.0004998375	panC — pantoate--beta-alanine ligase	search FASTA description + reference GFF	32.46055842066921
PROT:WP_000905766.1	WP_000905766.1	EW036_RS20980	secA	preprotein translocase subunit SecA	0.0004998375	secA — preprotein translocase subunit SecA	search FASTA description + reference GFF	32.72270497907056
PROT:WP_000905920.1	WP_000905920.1	EW036_RS04315		capsule polysaccharide export inner-membrane protein KpsE	0.0004998375	EW036_RS04315 — capsule polysaccharide export inner-membrane protein KpsE	search FASTA description + reference GFF	28.399309446923247
PROT:WP_000905949.1	WP_000905949.1	EW036_RS26455		hypothetical protein	0.0004998375	EW036_RS26455 — hypothetical protein	search FASTA description + reference GFF	28.342398900937667
PROT:WP_000906193.1	WP_000906193.1	EW036_RS21470	yaaA	peroxide stress protein YaaA	0.0004998375	yaaA — peroxide stress protein YaaA	search FASTA description + reference GFF	28.133740040506414
PROT:WP_000906486.1	WP_000906486.1	EW036_RS06325	csrA	carbon storage regulator CsrA	0.0004998375	csrA — carbon storage regulator CsrA	search FASTA description + reference GFF	28.973092648529605
PROT:WP_000907234.1	WP_000907234.1	EW036_RS13585	yebC	YebC/PmpR family DNA-binding transcriptional regulator	0.0004998375	yebC — YebC/PmpR family DNA-binding transcriptional regulator	search FASTA description + reference GFF	30.42403936406518
PROT:WP_000907823.1	WP_000907823.1	EW036_RS01785	ugpC	sn-glycerol 3-phosphate ABC transporter ATP binding protein UgpC	0.0004998375	ugpC — sn-glycerol 3-phosphate ABC transporter ATP binding protein UgpC	search FASTA description + reference GFF	25.202474172688405
PROT:WP_000908548.1	WP_000908548.1	EW036_RS03225	yhbS	GNAT family N-acetyltransferase	0.0004998375	yhbS — GNAT family N-acetyltransferase	search FASTA description + reference GFF	30.11098566290907
PROT:WP_000910713.1	WP_000910713.1	EW036_RS19850		LysR family transcriptional regulator	0.0004998375	EW036_RS19850 — LysR family transcriptional regulator	search FASTA description + reference GFF	25.170603329540985
PROT:WP_000911112.1	WP_000911112.1	EW036_RS10615	oppB	oligopeptide ABC transporter permease OppB	0.0004998375	oppB — oligopeptide ABC transporter permease OppB	search FASTA description + reference GFF	26.293554745237035
PROT:WP_000912352.1	WP_000912352.1	EW036_RS18755	cysS	cysteine--tRNA ligase	0.0004998375	cysS — cysteine--tRNA ligase	search FASTA description + reference GFF	31.8956592290799
PROT:WP_000912730.1	WP_000912730.1	EW036_RS17925	pxpC	5-oxoprolinase subunit PxpC	0.0004998375	pxpC — 5-oxoprolinase subunit PxpC	search FASTA description + reference GFF	30.157179181280178
PROT:WP_000913396.1	WP_000913396.1	EW036_RS02790	mreB	rod shape-determining protein MreB	0.0004998375	mreB — rod shape-determining protein MreB	search FASTA description + reference GFF	31.73710492287841
PROT:WP_000915728.1	WP_000915728.1	EW036_RS12415	rsxC	electron transport complex subunit RsxC	0.0004998375	rsxC — electron transport complex subunit RsxC	search FASTA description + reference GFF	24.066598153645938
PROT:WP_000917117.1	WP_000917117.1	EW036_RS03815	nudF	ADP-ribose diphosphatase	0.0004998375	nudF — ADP-ribose diphosphatase	search FASTA description + reference GFF	25.09736224880564
PROT:WP_000917208.1	WP_000917208.1	EW036_RS13775	ftnA	non-heme ferritin	0.0004998375	ftnA — non-heme ferritin	search FASTA description + reference GFF	32.47428547205194
PROT:WP_000918042.1	WP_000918042.1	EW036_RS10490	narX	nitrate/nitrite two-component system sensor histidine kinase NarX	0.0004998375	narX — nitrate/nitrite two-component system sensor histidine kinase NarX	search FASTA description + reference GFF	25.62827003758432
PROT:WP_000918160.1	WP_000918160.1	EW036_RS20690	mrcB	bifunctional glycosyl transferase/transpeptidase	0.0004998375	mrcB — bifunctional glycosyl transferase/transpeptidase	search FASTA description + reference GFF	30.570435428381888
PROT:WP_000918810.1	WP_000918810.1	EW036_RS03650	dnaG	DNA primase	0.0004998375	dnaG — DNA primase	search FASTA description + reference GFF	25.604505662912583
PROT:WP_000919159.1	WP_000919159.1	EW036_RS06885	glyA	serine hydroxymethyltransferase	0.0004998375	glyA — serine hydroxymethyltransferase	search FASTA description + reference GFF	34.56575463615969
PROT:WP_000919226.1	WP_000919226.1	EW036_RS12220	bioD	dethiobiotin synthase	0.0004998375	bioD — dethiobiotin synthase	search FASTA description + reference GFF	29.46547760073501
PROT:WP_000919544.1	WP_000919544.1	EW036_RS21750	tsr	methyl-accepting chemotaxis protein	0.0004998375	tsr — methyl-accepting chemotaxis protein	search FASTA description + reference GFF	23.09202914318381
PROT:WP_000920127.1	WP_000920127.1	EW036_RS14405	hiuH	hydroxyisourate hydrolase	0.0005000015	hiuH — hydroxyisourate hydrolase	search FASTA description + reference GFF	25.27402061532834
PROT:WP_000920791.1	WP_000920791.1	EW036_RS12425	rsxG	electron transport complex subunit RsxG	0.0004998375	rsxG — electron transport complex subunit RsxG	search FASTA description + reference GFF	24.28024250276793
PROT:WP_000920840.1	WP_000920840.1	EW036_RS05770	fucU	L-fucose mutarotase	0.0004998375	fucU — L-fucose mutarotase	search FASTA description + reference GFF	31.02822448530059
PROT:WP_000921607.1	WP_000921607.1	EW036_RS08235	yfaY	nicotinamide mononucleotide deamidase-related protein YfaY	0.0004998375	yfaY — nicotinamide mononucleotide deamidase-related protein YfaY	search FASTA description + reference GFF	29.024475960503317
PROT:WP_000921791.1	WP_000921791.1	EW036_RS25220	hemY	protoheme IX biogenesis protein HemY	0.0004998375	hemY — protoheme IX biogenesis protein HemY	search FASTA description + reference GFF	30.44800961132951
PROT:WP_000922683.1	WP_000922683.1	EW036_RS14345	yedI	DUF808 domain-containing protein	0.00091237423	yedI — DUF808 domain-containing protein	search FASTA description + reference GFF	23.27351960857101
PROT:WP_000922702.1	WP_000922702.1	EW036_RS26350		phosphodiesterase	0.00069790863	EW036_RS26350 — phosphodiesterase	search FASTA description + reference GFF	22.506058342882906
PROT:WP_000923703.1	WP_000923703.1	EW036_RS20930	ampD	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	0.0004998375	ampD — 1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	search FASTA description + reference GFF	24.332445888770373
PROT:WP_000925795.1	WP_000925795.1	EW036_RS03030	mlaE	lipid asymmetry maintenance ABC transporter permease subunit MlaE	0.0004998375	mlaE — lipid asymmetry maintenance ABC transporter permease subunit MlaE	search FASTA description + reference GFF	26.428357831377607
PROT:WP_000925990.1	WP_000925990.1	EW036_RS08680	ldtD	L,D-transpeptidase	0.0004998375	ldtD — L,D-transpeptidase	search FASTA description + reference GFF	27.830460872252107
PROT:WP_000929408.1	WP_000929408.1	EW036_RS15635	yegP	YegP family protein	0.0004998375	yegP — YegP family protein	search FASTA description + reference GFF	32.174094347014616
PROT:WP_000931396.1	WP_000931396.1	EW036_RS17665	galM	galactose-1-epimerase	0.0004998375	galM — galactose-1-epimerase	search FASTA description + reference GFF	31.81271629123327
PROT:WP_000932347.1	WP_000932347.1	EW036_RS00910	trmL	tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL	0.0004998375	trmL — tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL	search FASTA description + reference GFF	27.748249156137128
PROT:WP_000932839.1	WP_000932839.1	EW036_RS25525	rsmG	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	0.0004998375	rsmG — 16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	search FASTA description + reference GFF	27.67915077137225
PROT:WP_000933735.1	WP_000933735.1	EW036_RS25580	glmU	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	0.0004998375	glmU — bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	search FASTA description + reference GFF	31.40513886120219
PROT:WP_000934041.1	WP_000934041.1	EW036_RS17035	clpA	ATP-dependent Clp protease ATP-binding subunit ClpA	0.0004998375	clpA — ATP-dependent Clp protease ATP-binding subunit ClpA	search FASTA description + reference GFF	32.12944231144211
PROT:WP_000934214.1	WP_000934214.1	EW036_RS01375	treF	alpha,alpha-trehalase	0.00051671243	treF — alpha,alpha-trehalase	search FASTA description + reference GFF	24.398705303254395
PROT:WP_000934300.1	WP_000934300.1	EW036_RS24150	rsd	sigma D regulator	0.0004998375	rsd — sigma D regulator	search FASTA description + reference GFF	25.61133392293004
PROT:WP_000934823.1	WP_000934823.1	EW036_RS19355	secD	protein translocase subunit SecD	0.0004998375	secD — protein translocase subunit SecD	search FASTA description + reference GFF	29.473910248351626
PROT:WP_000934914.1	WP_000934914.1	EW036_RS23120	asd	archaetidylserine decarboxylase	0.0004998375	asd — archaetidylserine decarboxylase	search FASTA description + reference GFF	30.016607879994588
PROT:WP_000935042.1	WP_000935042.1	EW036_RS22780	paeA	hemolysin family protein	0.0004998375	paeA — hemolysin family protein	search FASTA description + reference GFF	23.727998643829515
PROT:WP_000936388.1	WP_000936388.1	EW036_RS23975	rluF	23S rRNA pseudouridine(2604) synthase RluF	0.0008192029	rluF — 23S rRNA pseudouridine(2604) synthase RluF	search FASTA description + reference GFF	20.12355518511076
PROT:WP_000936925.1	WP_000936925.1	EW036_RS13480	ptrB	oligopeptidase B	0.0004998375	ptrB — oligopeptidase B	search FASTA description + reference GFF	27.72089839223205
PROT:WP_000937876.1	WP_000937876.1	EW036_RS07080	xseA	exodeoxyribonuclease VII large subunit	0.0004998375	xseA — exodeoxyribonuclease VII large subunit	search FASTA description + reference GFF	19.44751139336541
PROT:WP_000939317.1	WP_000939317.1	EW036_RS13250	yeaR	DUF1971 domain-containing protein YeaR	0.0004998375	yeaR — DUF1971 domain-containing protein YeaR	search FASTA description + reference GFF	27.638021383012745
PROT:WP_000940019.1	WP_000940019.1	EW036_RS06950	trmJ	tRNA (cytosine(32)/uridine(32)-2'-O)-methyltransferase TrmJ	0.0004998375	trmJ — tRNA (cytosine(32)/uridine(32)-2'-O)-methyltransferase TrmJ	search FASTA description + reference GFF	29.872668148392275
PROT:WP_000940085.1	WP_000940085.1	EW036_RS24130	yjaG	YjaG family protein	0.0004998375	yjaG — YjaG family protein	search FASTA description + reference GFF	27.42830216675973
PROT:WP_000940121.1	WP_000940121.1	EW036_RS02490	rpsE	30S ribosomal protein S5	0.0004998375	rpsE — 30S ribosomal protein S5	search FASTA description + reference GFF	35.57193312704247
PROT:WP_000940595.1	WP_000940595.1	EW036_RS03075	rpmA	50S ribosomal protein L27	0.0004998375	rpmA — 50S ribosomal protein L27	search FASTA description + reference GFF	31.75929507047105
PROT:WP_000941212.1	WP_000941212.1	EW036_RS02440	rplP	50S ribosomal protein L16	0.0004998375	rplP — 50S ribosomal protein L16	search FASTA description + reference GFF	33.33927788582761
PROT:WP_000941942.1	WP_000941942.1	EW036_RS19440	ppnP	pyrimidine/purine nucleoside phosphorylase	0.0004998375	ppnP — pyrimidine/purine nucleoside phosphorylase	search FASTA description + reference GFF	27.57293290602617
PROT:WP_000942350.1	WP_000942350.1	EW036_RS21540	gpmB	2,3-diphosphoglycerate-dependent phosphoglycerate mutase GpmB	0.0004998375	gpmB — 2,3-diphosphoglycerate-dependent phosphoglycerate mutase GpmB	search FASTA description + reference GFF	26.608477073509896
PROT:WP_000944256.1	WP_000944256.1	EW036_RS13475	exoX	exodeoxyribonuclease X	0.00051994575	exoX — exodeoxyribonuclease X	search FASTA description + reference GFF	25.90127248201601
PROT:WP_000945867.1	WP_000945867.1	EW036_RS12350	uidA	beta-glucuronidase	0.0004998375	uidA — beta-glucuronidase	search FASTA description + reference GFF	24.77525225627142
PROT:WP_000946905.1	WP_000946905.1	EW036_RS05500	recC	exodeoxyribonuclease V subunit gamma	0.0004998375	recC — exodeoxyribonuclease V subunit gamma	search FASTA description + reference GFF	27.77957167469349
PROT:WP_000947159.1	WP_000947159.1	EW036_RS25145	corA	magnesium/cobalt transporter CorA	0.0004998375	corA — magnesium/cobalt transporter CorA	search FASTA description + reference GFF	28.388414778978813
PROT:WP_000948732.1	WP_000948732.1	EW036_RS08285	glpT	glycerol-3-phosphate transporter	0.0004998375	glpT — glycerol-3-phosphate transporter	search FASTA description + reference GFF	30.613328077059137
PROT:WP_000952746.1	WP_000952746.1	EW036_RS09560	cobB	Sir2 family NAD+-dependent deacetylase	0.0004998375	cobB — Sir2 family NAD+-dependent deacetylase	search FASTA description + reference GFF	30.14272394739813
PROT:WP_000954913.1	WP_000954913.1	EW036_RS15365	hisIE	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE	0.00080585334	hisIE — bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE	search FASTA description + reference GFF	21.918550565495963
PROT:WP_000956074.1	WP_000956074.1	EW036_RS15955	preA	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA	0.0004998375	preA — NAD-dependent dihydropyrimidine dehydrogenase subunit PreA	search FASTA description + reference GFF	30.00524993911358
PROT:WP_000956822.1	WP_000956822.1	EW036_RS24020	yjbB	Na/Pi cotransporter family protein	0.0004998375	yjbB — Na/Pi cotransporter family protein	search FASTA description + reference GFF	25.643413568854463
PROT:WP_000957911.1	WP_000957911.1	EW036_RS05465	ptsP	phosphoenolpyruvate--protein phosphotransferase	0.0004998375	ptsP — phosphoenolpyruvate--protein phosphotransferase	search FASTA description + reference GFF	29.085528620332283
PROT:WP_000961458.1	WP_000961458.1	EW036_RS17340	ybiT	ABC-F family ATPase	0.0004998375	ybiT — ABC-F family ATPase	search FASTA description + reference GFF	30.335011358935176
PROT:WP_000961959.1	WP_000961959.1	EW036_RS23235	dcuA	anaerobic C4-dicarboxylate transporter DcuA	0.0004998375	dcuA — anaerobic C4-dicarboxylate transporter DcuA	search FASTA description + reference GFF	27.427550453236464
PROT:WP_000963143.1	WP_000963143.1	EW036_RS06310	recA	recombinase RecA	0.0004998375	recA — recombinase RecA	search FASTA description + reference GFF	32.68257055289979
PROT:WP_000963539.1	WP_000963539.1	EW036_RS20865	aceF	pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase	0.0004998375	aceF — pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase	search FASTA description + reference GFF	35.366030082100906
PROT:WP_000963841.1	WP_000963841.1	EW036_RS07020	ndk	nucleoside-diphosphate kinase	0.0004998375	ndk — nucleoside-diphosphate kinase	search FASTA description + reference GFF	32.58641804606863
PROT:WP_000964131.1	WP_000964131.1	EW036_RS21035	mraY	phospho-N-acetylmuramoyl-pentapeptide-transferase	0.0004998375	mraY — phospho-N-acetylmuramoyl-pentapeptide-transferase	search FASTA description + reference GFF	22.67786572866031
PROT:WP_000964653.1	WP_000964653.1	EW036_RS26290		ABC transporter permease	0.0004998375	EW036_RS26290 — ABC transporter permease	search FASTA description + reference GFF	24.328356303885496
PROT:WP_000965671.1	WP_000965671.1	EW036_RS01420	hdeD	acid-resistance protein HdeD	0.0004998375	hdeD — acid-resistance protein HdeD	search FASTA description + reference GFF	24.80130737546956
PROT:WP_000965706.1	WP_000965706.1	EW036_RS03920	plsC	1-acylglycerol-3-phosphate O-acyltransferase	0.0004998375	plsC — 1-acylglycerol-3-phosphate O-acyltransferase	search FASTA description + reference GFF	27.34426031713284
PROT:WP_000965911.1	WP_000965911.1	EW036_RS24910	fadB	fatty acid oxidation complex subunit alpha FadB	0.0004998375	fadB — fatty acid oxidation complex subunit alpha FadB	search FASTA description + reference GFF	29.9663790689034
PROT:WP_000967595.1	WP_000967595.1	EW036_RS10655	yciI	YciI family protein	0.0004998375	yciI — YciI family protein	search FASTA description + reference GFF	29.92957069502108
PROT:WP_000969092.1	WP_000969092.1	EW036_RS12355	uidR	DNA-binding transcriptional regulator UidR	0.0004998375	uidR — DNA-binding transcriptional regulator UidR	search FASTA description + reference GFF	25.69209775493089
PROT:WP_000969359.1	WP_000969359.1	EW036_RS19190	ppiD	peptidylprolyl isomerase	0.0004998375	ppiD — peptidylprolyl isomerase	search FASTA description + reference GFF	32.762993254127835
PROT:WP_000970318.1	WP_000970318.1	EW036_RS18935	ybbJ	NfeD family protein	0.0005183256	ybbJ — NfeD family protein	search FASTA description + reference GFF	24.11171188173597
PROT:WP_000970479.1	WP_000970479.1	EW036_RS21060	rsmH	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	0.0004998375	rsmH — 16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	search FASTA description + reference GFF	30.35843955171397
PROT:WP_000972087.1	WP_000972087.1	EW036_RS01575	rbbA	ribosome-associated ATPase/putative transporter RbbA	0.0004998375	rbbA — ribosome-associated ATPase/putative transporter RbbA	search FASTA description + reference GFF	26.842388609863807
PROT:WP_000972134.1	WP_000972134.1	EW036_RS16915		tail fiber assembly protein	0.004277846	EW036_RS16915 — tail fiber assembly protein	search FASTA description + reference GFF	23.767264033040192
PROT:WP_000972294.1	WP_000972294.1	EW036_RS08495		hypothetical protein	0.0004998375	EW036_RS08495 — hypothetical protein	search FASTA description + reference GFF	27.877735826544654
PROT:WP_000973095.1	WP_000973095.1	EW036_RS20320	fadE	acyl-CoA dehydrogenase FadE	0.0004998375	fadE — acyl-CoA dehydrogenase FadE	search FASTA description + reference GFF	30.141485610291834
PROT:WP_000973448.1	WP_000973448.1	EW036_RS19220	bolA	transcriptional regulator BolA	0.0004998375	bolA — transcriptional regulator BolA	search FASTA description + reference GFF	27.85141799978808
PROT:WP_000973516.1	WP_000973516.1	EW036_RS04680	iutA	ferric aerobactin receptor IutA	0.0004998375	iutA — ferric aerobactin receptor IutA	search FASTA description + reference GFF	29.44630371697122
PROT:WP_000973666.1	WP_000973666.1	EW036_RS23900	lamB	maltoporin LamB	0.0004998375	lamB — maltoporin LamB	search FASTA description + reference GFF	29.44990692305409
PROT:WP_000974813.1	WP_000974813.1	EW036_RS19345	yajD	HNH nuclease YajD	0.0004998375	yajD — HNH nuclease YajD	search FASTA description + reference GFF	25.31831918341195
PROT:WP_000976070.1	WP_000976070.1	EW036_RS00745	dut	dUTP diphosphatase	0.0004998375	dut — dUTP diphosphatase	search FASTA description + reference GFF	29.84870428749101
PROT:WP_000976472.1	WP_000976472.1	EW036_RS13450	yebY	YebY family protein	0.0004998375	yebY — YebY family protein	search FASTA description + reference GFF	27.928073794384883
PROT:WP_000977908.1	WP_000977908.1	EW036_RS08700	ompF	porin OmpF	0.0004998375	ompF — porin OmpF	search FASTA description + reference GFF	25.929751036031263
PROT:WP_000979876.1	WP_000979876.1	EW036_RS02930	nanQ	N-acetylneuraminate anomerase	0.0004998375	nanQ — N-acetylneuraminate anomerase	search FASTA description + reference GFF	27.14243084489745
PROT:WP_000979977.1	WP_000979977.1	EW036_RS10045	ymgD	YmgD family protein	0.0004998375	ymgD — YmgD family protein	search FASTA description + reference GFF	25.93086604417864
PROT:WP_000980556.1	WP_000980556.1	EW036_RS15265	sbcB	exodeoxyribonuclease I	0.0004998375	sbcB — exodeoxyribonuclease I	search FASTA description + reference GFF	28.79782628500261
PROT:WP_000980740.1	WP_000980740.1	EW036_RS01980	yhgF	Tex family protein	0.0004998375	yhgF — Tex family protein	search FASTA description + reference GFF	30.80010900086518
PROT:WP_000981977.1	WP_000981977.1	EW036_RS23075	tsaE	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE	0.0004998375	tsaE — tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE	search FASTA description + reference GFF	27.874022714540025
PROT:WP_000983028.1	WP_000983028.1	EW036_RS06935	csiE	stationary phase inducible protein CsiE	0.0004998375	csiE — stationary phase inducible protein CsiE	search FASTA description + reference GFF	26.23714214156534
PROT:WP_000984517.1	WP_000984517.1	EW036_RS13400	htpX	protease HtpX	0.0004998375	htpX — protease HtpX	search FASTA description + reference GFF	29.146594942378627
PROT:WP_000984796.1	WP_000984796.1	EW036_RS04855	yggN	DUF2884 domain-containing protein	0.0004998375	yggN — DUF2884 domain-containing protein	search FASTA description + reference GFF	28.293221676723604
PROT:WP_000985549.1	WP_000985549.1	EW036_RS00030	yidA	sugar-phosphatase	0.0004998375	yidA — sugar-phosphatase	search FASTA description + reference GFF	30.685321599511568
PROT:WP_000985737.1	WP_000985737.1	EW036_RS00995		Fic family protein	0.0004998375	EW036_RS00995 — Fic family protein	search FASTA description + reference GFF	24.934932555633445
PROT:WP_000986038.1	WP_000986038.1	EW036_RS06820	acpS	holo-ACP synthase	0.009141302	acpS — holo-ACP synthase	search FASTA description + reference GFF	23.08534644892111
PROT:WP_000986344.1	WP_000986344.1	EW036_RS14885	ldtA	L,D-transpeptidase	0.0004998375	ldtA — L,D-transpeptidase	search FASTA description + reference GFF	30.47844497216191
PROT:WP_000986617.1	WP_000986617.1	EW036_RS23375	melA	alpha-galactosidase	0.0004998375	melA — alpha-galactosidase	search FASTA description + reference GFF	26.87110655195968
PROT:WP_000989435.1	WP_000989435.1	EW036_RS12990	astA	arginine N-succinyltransferase	0.0004998375	astA — arginine N-succinyltransferase	search FASTA description + reference GFF	28.194338045870904
PROT:WP_000990769.1	WP_000990769.1	EW036_RS16370	ubiG	bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG	0.0004998375	ubiG — bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG	search FASTA description + reference GFF	30.14309795956228
PROT:WP_000991370.1	WP_000991370.1	EW036_RS07680	evgA	acid-sensing system DNA-binding response regulator EvgA	0.0004998375	evgA — acid-sensing system DNA-binding response regulator EvgA	search FASTA description + reference GFF	28.293618348199
PROT:WP_000993445.1	WP_000993445.1	EW036_RS01875	glgP	glycogen phosphorylase	0.0004998375	glgP — glycogen phosphorylase	search FASTA description + reference GFF	29.17994568341664
PROT:WP_000994905.1	WP_000994905.1	EW036_RS10630	oppF	murein tripeptide/oligopeptide ABC transporter ATP-binding protein OppF	0.0004998375	oppF — murein tripeptide/oligopeptide ABC transporter ATP-binding protein OppF	search FASTA description + reference GFF	29.38619872338412
PROT:WP_000994985.1	WP_000994985.1	EW036_RS12980	astB	N-succinylarginine dihydrolase	0.0004998375	astB — N-succinylarginine dihydrolase	search FASTA description + reference GFF	25.166903184712996
PROT:WP_000996111.1	WP_000996111.1	EW036_RS17475	ybhF	ATP-binding cassette domain-containing protein	0.0004998375	ybhF — ATP-binding cassette domain-containing protein	search FASTA description + reference GFF	25.153017613168387
PROT:WP_000997384.1	WP_000997384.1	EW036_RS06725	yfiF	tRNA/rRNA methyltransferase	0.0004998375	yfiF — tRNA/rRNA methyltransferase	search FASTA description + reference GFF	31.07349839637981
PROT:WP_000997795.1	WP_000997795.1	EW036_RS04905	yggS	pyridoxal phosphate homeostasis protein	0.0004998375	yggS — pyridoxal phosphate homeostasis protein	search FASTA description + reference GFF	27.217933002657688
PROT:WP_000999817.1	WP_000999817.1	EW036_RS16025		sugar kinase	0.0004998375	EW036_RS16025 — sugar kinase	search FASTA description + reference GFF	23.357489710693017
